Temperature,Humidity,Rainfall,Sunlight,Crop_Type,Crop_Stage,Soil_Moisture
36.73,80.52,19.41,High,Maize,Vegetative,66.32
21.81,51.63,4.38,High,Sugarcane,Seedling,35.98
32.28,80.32,6.82,Low,Maize,Seedling,46.63
31.73,85.86,15.49,High,Maize,Seedling,63.43
38.84,59.78,2.02,Moderate,Maize,Vegetative,32.92
34.65,61.84,12.79,Moderate,Maize,Vegetative,56.28
31.24,84.48,12.27,Moderate,Wheat,Harvest,66.38
27.57,76.7,5.89,Low,Rice,Harvest,51.18
39.89,88.26,0.65,High,Maize,Harvest,20.53
31.31,86.83,2.81,High,Rice,Vegetative,33.73
26.39,71.81,19.26,High,Maize,Fruiting,59.99
24.19,74.66,7.01,Low,Rice,Seedling,57.64
34.65,88.46,17.69,Moderate,Sugarcane,Flowering,68.47
22.03,63.97,17.28,High,Wheat,Vegetative,67.8
35.98,41.67,0.4,Moderate,Rice,Seedling,18.07
37.76,48.05,1.5,Low,Maize,Harvest,34.27
37.86,75.23,8.63,High,Wheat,Harvest,46.5
23.14,45.06,4.11,Low,Sugarcane,Harvest,46.6
34.6,53.26,5.63,Low,Rice,Seedling,39.97
30.99,64.55,1.09,Low,Sugarcane,Seedling,34.68
33.24,70.01,3.99,Low,Wheat,Vegetative,44.4
39.54,63.68,2.31,Moderate,Sugarcane,Fruiting,28.87
25.3,72.09,7.75,Moderate,Sugarcane,Flowering,43.42
20.89,61.99,5.27,Moderate,Cotton,Seedling,43.9
33.93,44.84,13.36,High,Sugarcane,Harvest,40.34
21.22,59.36,10.45,High,Sugarcane,Harvest,58.93
29.53,43.95,18.06,High,Rice,Harvest,59.43
30.34,68.57,19.66,Low,Rice,Fruiting,69.32
39.69,88.61,16.17,Low,Rice,Fruiting,58.66
33.66,50.1,16.45,Low,Cotton,Flowering,56.41
34.54,80.37,1.74,High,Sugarcane,Harvest,26.53
25.52,62.91,17.47,High,Cotton,Harvest,66.25
28.39,60.72,2.96,High,Cotton,Seedling,39.81
31.25,45.05,5.72,High,Maize,Fruiting,22.33
33.1,68.6,9.46,Low,Maize,Fruiting,44.21
32.17,74.68,0.78,Moderate,Wheat,Seedling,38.32
38.42,84.85,0.4,Moderate,Maize,Flowering,31.08
37.16,74.24,19.45,Low,Wheat,Flowering,77.92
28.86,81.29,5.39,Moderate,Cotton,Seedling,44.16
24.23,81.2,14.82,High,Maize,Seedling,68.82
23.18,55.56,10.14,Low,Cotton,Harvest,51.9
23.86,81.65,16.74,Low,Rice,Fruiting,70.04
27.21,49.96,7.37,Moderate,Cotton,Fruiting,41.6
22.48,41.53,7.45,High,Sugarcane,Vegetative,47.23
29.49,67.57,6.88,Moderate,Rice,Flowering,34.25
20.99,82.69,15.6,Low,Wheat,Vegetative,84.18
25.38,60.48,0.4,High,Rice,Fruiting,30.3
32.95,70.06,0.17,Moderate,Cotton,Flowering,28.44
34.19,53.77,17.91,Moderate,Sugarcane,Flowering,53.67
26.04,66.03,12.47,High,Rice,Seedling,57.6
33.25,82.16,7.48,High,Cotton,Harvest,40.03
33.69,64.09,6.73,Moderate,Maize,Flowering,33.26
34.22,84.62,5.98,Low,Cotton,Vegetative,56.56
36.11,80.12,12.0,High,Maize,Vegetative,54.09
33.11,89.87,5.19,Moderate,Sugarcane,Fruiting,45.68
31.66,89.74,16.32,Moderate,Wheat,Harvest,73.71
29.51,87.03,7.17,Moderate,Wheat,Harvest,47.17
21.95,46.4,5.17,High,Wheat,Flowering,35.2
24.45,51.17,17.43,Moderate,Maize,Flowering,60.31
25.88,82.56,9.41,High,Cotton,Harvest,60.87
21.42,84.47,10.01,High,Sugarcane,Harvest,56.0
21.08,82.71,2.75,Low,Maize,Fruiting,56.79
37.86,89.33,2.86,High,Wheat,Seedling,33.6
32.62,48.84,12.69,Low,Sugarcane,Flowering,46.82
35.47,68.81,3.17,Low,Wheat,Harvest,37.18
28.59,61.45,9.55,Low,Rice,Harvest,50.76
27.46,40.7,6.44,High,Wheat,Seedling,38.24
32.53,52.44,13.87,Moderate,Maize,Vegetative,47.87
30.07,55.31,1.31,Low,Maize,Flowering,29.71
30.41,66.21,8.67,High,Wheat,Flowering,47.55
29.8,77.51,3.3,Moderate,Rice,Vegetative,36.26
39.7,50.56,0.44,High,Wheat,Seedling,13.24
33.01,41.87,17.53,Moderate,Cotton,Harvest,51.5
39.89,73.1,13.07,Low,Rice,Seedling,58.44
27.61,67.36,9.49,Low,Wheat,Seedling,56.82
33.23,73.12,5.4,High,Wheat,Fruiting,37.52
22.1,75.94,2.35,Low,Rice,Fruiting,40.45
23.99,53.15,10.46,Low,Maize,Fruiting,51.49
20.79,64.82,4.15,Moderate,Maize,Vegetative,37.99
33.43,85.34,16.7,High,Sugarcane,Vegetative,71.79
35.59,43.75,14.47,Moderate,Wheat,Fruiting,54.31
25.92,63.21,2.0,Low,Rice,Flowering,35.39
33.54,61.3,2.32,Low,Rice,Vegetative,38.28
23.41,57.88,8.75,High,Maize,Seedling,46.85
26.85,45.69,8.01,Moderate,Maize,Fruiting,42.89
29.56,61.09,17.72,Low,Rice,Vegetative,75.8
21.17,87.12,3.19,Moderate,Cotton,Fruiting,51.05
33.57,49.06,7.6,Moderate,Cotton,Seedling,46.38
37.6,76.36,17.84,Moderate,Sugarcane,Seedling,74.28
28.81,43.17,13.1,Low,Cotton,Harvest,61.3
24.48,87.79,17.46,High,Cotton,Harvest,67.69
33.23,52.43,6.91,High,Sugarcane,Vegetative,38.77
31.17,89.39,1.09,High,Wheat,Harvest,38.86
37.04,83.47,1.5,Moderate,Maize,Vegetative,30.0
25.56,65.35,11.01,Moderate,Sugarcane,Vegetative,50.64
28.88,68.65,1.76,Moderate,Sugarcane,Flowering,25.26
29.95,72.67,2.05,Moderate,Rice,Harvest,37.14
36.52,79.59,19.26,High,Maize,Harvest,67.03
33.09,62.81,6.82,Low,Wheat,Fruiting,39.69
35.35,70.0,14.33,Moderate,Sugarcane,Seedling,53.8
33.18,40.11,7.1,High,Maize,Harvest,30.46
34.04,42.29,3.28,Low,Sugarcane,Seedling,29.74
23.92,46.04,17.04,Low,Sugarcane,Vegetative,74.63
22.16,60.72,18.53,High,Cotton,Seedling,76.61
29.01,72.92,19.12,Low,Sugarcane,Seedling,82.22
20.97,86.77,16.78,Moderate,Cotton,Vegetative,83.24
23.47,80.76,2.07,High,Cotton,Harvest,45.13
30.08,59.23,19.59,High,Wheat,Flowering,60.17
26.86,54.71,16.1,Low,Sugarcane,Harvest,72.55
34.97,54.95,14.03,Moderate,Cotton,Vegetative,48.59
32.48,54.53,6.91,High,Wheat,Vegetative,34.64
33.89,56.12,2.31,Moderate,Cotton,Fruiting,26.13
38.85,75.51,13.48,High,Maize,Fruiting,51.16
30.45,41.26,2.91,High,Rice,Vegetative,19.69
35.71,89.18,13.67,Low,Rice,Flowering,58.52
30.82,57.93,9.05,High,Cotton,Vegetative,45.51
31.23,51.88,15.69,High,Maize,Seedling,62.92
27.75,87.84,19.52,Moderate,Cotton,Seedling,75.3
25.03,71.03,15.62,Moderate,Wheat,Flowering,69.73
30.93,70.17,15.52,Low,Maize,Fruiting,60.29
33.65,49.35,3.48,High,Rice,Fruiting,13.19
25.58,53.21,3.22,Moderate,Rice,Flowering,32.04
38.75,42.0,18.57,High,Rice,Harvest,56.94
26.02,79.5,11.0,Low,Maize,Harvest,61.75
23.68,43.41,10.1,Moderate,Cotton,Harvest,48.75
26.99,84.17,13.27,Moderate,Maize,Flowering,58.35
35.05,66.52,19.93,High,Rice,Seedling,69.47
28.91,85.22,12.27,High,Wheat,Seedling,63.35
26.42,85.8,18.9,Moderate,Maize,Harvest,83.77
20.49,65.84,15.41,High,Cotton,Fruiting,62.05
25.93,72.58,6.41,Low,Rice,Vegetative,61.68
35.47,66.66,12.54,Low,Wheat,Fruiting,59.58
24.11,81.44,17.57,High,Sugarcane,Seedling,78.75
23.08,62.96,6.63,Low,Rice,Seedling,50.86
25.04,43.52,16.43,Moderate,Sugarcane,Fruiting,58.39
28.09,55.82,7.79,Low,Cotton,Seedling,54.67
32.37,77.8,11.71,High,Rice,Flowering,55.05
22.12,79.34,6.03,Low,Maize,Fruiting,52.47
36.44,41.54,3.13,Low,Wheat,Fruiting,29.94
36.99,54.75,12.68,Moderate,Maize,Seedling,51.59
31.1,46.16,0.1,High,Sugarcane,Harvest,18.95
21.7,50.5,14.83,High,Maize,Vegetative,58.02
32.92,65.63,3.22,Low,Cotton,Flowering,30.55
23.63,79.98,17.05,High,Sugarcane,Harvest,64.77
33.43,52.53,3.95,High,Sugarcane,Flowering,20.42
33.43,51.73,5.7,Low,Wheat,Flowering,36.09
26.57,72.97,13.87,Low,Cotton,Harvest,67.98
26.33,61.42,0.1,Low,Wheat,Fruiting,29.01
27.19,73.98,6.63,Moderate,Sugarcane,Fruiting,42.77
26.11,67.58,3.52,High,Rice,Flowering,37.87
22.8,66.93,5.26,High,Rice,Seedling,50.68
36.99,71.58,16.25,High,Sugarcane,Harvest,52.04
20.73,53.03,17.88,High,Sugarcane,Vegetative,65.51
24.47,78.61,14.66,Moderate,Wheat,Fruiting,66.28
21.81,58.19,0.21,Low,Cotton,Vegetative,43.59
22.81,47.96,11.33,High,Wheat,Fruiting,53.09
20.81,78.07,4.63,Moderate,Maize,Vegetative,43.64
24.14,85.39,7.23,Moderate,Sugarcane,Seedling,50.85
32.97,45.16,19.37,High,Maize,Flowering,56.04
31.4,58.83,7.57,High,Rice,Harvest,34.21
39.45,51.14,8.12,Moderate,Sugarcane,Fruiting,37.84
20.13,84.1,8.8,Low,Rice,Harvest,69.78
24.23,49.35,7.24,High,Rice,Vegetative,38.98
26.6,45.67,13.5,Moderate,Wheat,Harvest,50.7
36.67,41.12,0.86,High,Cotton,Vegetative,10.0
30.25,84.54,2.94,Low,Maize,Vegetative,46.9
28.11,88.46,12.75,High,Maize,Seedling,58.57
32.13,63.57,9.63,Low,Sugarcane,Harvest,47.84
31.65,78.37,12.46,High,Maize,Vegetative,58.19
26.85,62.67,11.81,Low,Sugarcane,Fruiting,52.42
20.33,66.14,18.19,High,Sugarcane,Vegetative,74.28
23.55,85.08,12.0,High,Cotton,Seedling,57.58
33.19,85.1,10.79,Low,Sugarcane,Harvest,60.45
37.5,74.88,8.58,Moderate,Sugarcane,Flowering,42.76
34.83,78.08,13.93,Low,Sugarcane,Vegetative,61.28
35.32,85.5,1.68,High,Cotton,Fruiting,22.21
20.11,77.18,0.14,High,Rice,Harvest,28.49
33.09,74.39,6.32,Moderate,Rice,Vegetative,42.57
31.71,53.07,10.72,High,Maize,Harvest,39.55
33.61,77.75,8.26,High,Sugarcane,Vegetative,41.53
31.1,52.69,6.13,Moderate,Sugarcane,Vegetative,44.09
33.19,77.39,8.93,High,Wheat,Seedling,42.74
28.01,56.92,11.01,High,Rice,Vegetative,46.12
32.72,80.22,16.47,Moderate,Cotton,Fruiting,57.53
25.26,58.54,12.18,High,Sugarcane,Fruiting,50.97
30.42,75.58,11.95,Low,Sugarcane,Fruiting,51.8
37.01,86.54,10.36,Low,Rice,Harvest,58.31
33.97,70.76,13.48,Moderate,Wheat,Seedling,67.32
21.74,53.8,7.99,High,Sugarcane,Fruiting,42.7
30.35,76.85,1.37,Low,Cotton,Flowering,40.41
31.18,69.15,6.95,Moderate,Wheat,Harvest,52.5
29.1,60.2,0.09,Low,Sugarcane,Harvest,27.68
21.45,54.71,18.94,High,Maize,Harvest,74.93
31.5,74.71,19.32,High,Sugarcane,Vegetative,72.84
39.22,62.94,9.21,High,Rice,Fruiting,26.63
21.35,71.68,19.88,High,Wheat,Flowering,71.76
27.06,66.78,14.02,Moderate,Wheat,Flowering,52.72
33.47,81.05,1.52,Low,Sugarcane,Flowering,33.54
37.89,53.45,18.94,High,Wheat,Fruiting,56.18
24.7,52.1,5.31,Low,Wheat,Vegetative,51.93
27.12,78.95,2.4,Low,Sugarcane,Harvest,38.37
37.14,87.9,16.96,Moderate,Cotton,Flowering,63.85
39.71,84.85,17.38,Moderate,Wheat,Harvest,62.41
24.44,68.83,1.08,Moderate,Sugarcane,Harvest,29.99
26.95,83.02,15.52,Moderate,Rice,Harvest,70.85
33.78,40.59,4.22,High,Rice,Flowering,17.22
37.24,49.36,5.26,Moderate,Sugarcane,Harvest,28.08
23.68,61.2,8.38,Moderate,Maize,Fruiting,44.33
23.6,46.56,11.52,Low,Rice,Flowering,60.3
31.11,82.82,3.92,High,Wheat,Fruiting,38.47
23.53,64.98,19.91,High,Cotton,Harvest,77.0
35.71,55.0,11.24,High,Rice,Fruiting,31.24
23.27,50.77,5.09,High,Rice,Fruiting,36.73
25.2,58.02,11.15,Moderate,Maize,Seedling,56.36
27.02,73.98,12.11,High,Cotton,Harvest,51.01
35.61,57.76,13.46,Moderate,Sugarcane,Seedling,52.55
25.73,71.59,2.9,Low,Maize,Fruiting,44.37
31.43,82.45,1.43,Low,Maize,Vegetative,38.75
33.06,75.52,12.11,Moderate,Maize,Fruiting,57.35
38.78,77.39,10.42,Moderate,Sugarcane,Vegetative,44.06
20.46,76.39,13.24,High,Rice,Vegetative,59.35
22.06,43.19,17.57,High,Rice,Seedling,69.3
30.48,89.8,2.08,High,Wheat,Seedling,40.61
37.71,55.47,4.95,Moderate,Sugarcane,Vegetative,25.46
36.77,41.43,13.27,Moderate,Sugarcane,Fruiting,49.81
30.81,53.62,8.9,High,Cotton,Vegetative,41.47
29.13,77.45,17.55,Moderate,Cotton,Harvest,69.5
26.94,66.98,16.09,Moderate,Maize,Flowering,62.54
23.11,40.53,10.47,Low,Maize,Flowering,51.21
20.17,86.1,18.94,Moderate,Maize,Seedling,90.0
35.96,69.85,15.94,High,Maize,Vegetative,54.84
31.21,59.74,3.27,High,Sugarcane,Fruiting,20.68
21.58,71.27,10.33,High,Maize,Flowering,54.22
30.64,53.44,3.76,Low,Wheat,Vegetative,35.43
32.74,70.89,5.44,High,Sugarcane,Vegetative,33.17
23.04,88.49,0.44,Low,Maize,Flowering,38.08
28.77,40.41,1.8,Low,Sugarcane,Vegetative,29.54
26.23,79.97,19.96,Moderate,Rice,Flowering,70.2
35.01,47.3,5.33,Moderate,Rice,Harvest,31.43
23.84,82.08,16.35,Low,Rice,Vegetative,78.68
39.5,52.36,19.89,Low,Sugarcane,Seedling,69.2
39.64,63.64,13.63,Moderate,Maize,Vegetative,53.43
20.84,86.87,10.42,Moderate,Sugarcane,Flowering,57.49
37.75,83.18,4.36,Low,Wheat,Fruiting,36.54
23.35,53.81,2.39,Low,Rice,Seedling,45.02
33.82,74.42,3.1,Low,Wheat,Vegetative,41.09
33.72,56.92,19.39,High,Rice,Seedling,61.45
23.08,66.82,2.15,Moderate,Wheat,Flowering,44.02
35.77,77.83,16.11,Moderate,Wheat,Seedling,69.2
27.16,46.74,17.97,Moderate,Sugarcane,Harvest,62.54
33.94,49.49,3.73,Moderate,Maize,Fruiting,22.31
36.63,85.72,11.09,Low,Cotton,Vegetative,59.0
36.39,67.08,9.08,High,Cotton,Fruiting,39.73
37.66,70.99,7.28,High,Wheat,Flowering,35.72
33.17,66.95,7.75,High,Sugarcane,Harvest,34.07
25.66,60.49,6.44,Low,Cotton,Seedling,45.49
38.76,48.93,0.63,Low,Sugarcane,Vegetative,17.64
31.42,81.81,13.16,High,Cotton,Harvest,53.45
27.33,70.3,1.42,Low,Sugarcane,Seedling,42.84
32.78,58.05,14.87,Moderate,Maize,Seedling,65.08
25.32,42.03,1.41,Moderate,Rice,Vegetative,36.82
21.94,76.26,10.63,Low,Wheat,Harvest,70.22
31.4,87.38,11.17,High,Sugarcane,Seedling,60.93
31.53,73.72,14.05,Moderate,Rice,Vegetative,66.48
31.0,65.23,13.15,High,Cotton,Fruiting,55.64
38.05,67.5,19.94,Moderate,Sugarcane,Fruiting,68.9
26.47,52.04,10.91,Moderate,Cotton,Flowering,46.2
29.05,87.99,0.0,Low,Maize,Harvest,34.42
22.7,84.52,0.13,Low,Wheat,Flowering,34.83
36.44,74.49,5.52,High,Cotton,Harvest,35.47
31.43,44.71,9.21,Low,Wheat,Flowering,41.4
31.64,51.65,16.22,Low,Cotton,Fruiting,61.97
24.35,43.86,6.49,Moderate,Wheat,Fruiting,43.17
33.79,68.81,18.15,High,Maize,Seedling,68.23
31.53,43.92,1.12,Moderate,Maize,Fruiting,19.08
37.36,83.49,4.53,High,Cotton,Seedling,38.27
32.64,42.71,10.49,Moderate,Cotton,Harvest,38.17
30.05,51.04,1.01,High,Sugarcane,Fruiting,22.54
31.51,44.5,8.64,Moderate,Wheat,Vegetative,38.53
29.52,77.27,10.96,Moderate,Rice,Fruiting,53.71
35.48,46.52,2.7,High,Wheat,Fruiting,14.84
31.43,68.06,19.94,High,Wheat,Vegetative,61.29
35.54,56.17,18.48,Low,Rice,Fruiting,62.85
26.97,56.04,11.88,Low,Maize,Vegetative,68.17
32.32,89.51,8.84,Low,Sugarcane,Seedling,68.23
24.67,74.27,3.12,High,Rice,Seedling,44.24
24.86,71.05,2.95,Moderate,Rice,Flowering,41.02
22.23,62.5,0.45,Low,Cotton,Vegetative,36.22
30.47,52.93,9.66,High,Wheat,Seedling,41.78
38.12,66.34,5.11,Low,Maize,Vegetative,44.28
32.36,42.65,13.1,Low,Rice,Fruiting,53.29
33.26,85.64,7.2,Low,Rice,Flowering,55.8
32.99,51.56,7.61,High,Rice,Flowering,30.57
31.94,44.4,3.98,Moderate,Cotton,Seedling,25.16
38.45,55.25,9.8,High,Wheat,Seedling,35.92
27.04,71.26,4.72,High,Maize,Seedling,43.14
37.57,84.52,16.3,Low,Cotton,Flowering,61.77
26.84,59.64,2.75,High,Sugarcane,Harvest,38.84
32.25,71.28,4.55,Low,Cotton,Vegetative,43.42
26.25,70.27,8.98,Low,Wheat,Vegetative,60.13
33.68,50.12,2.76,High,Cotton,Vegetative,22.05
38.18,78.5,13.12,High,Wheat,Flowering,39.96
30.66,75.97,3.68,Low,Rice,Flowering,47.44
28.28,60.56,8.86,High,Maize,Vegetative,48.5
22.14,49.24,15.25,High,Cotton,Flowering,57.3
32.25,69.82,4.62,Low,Maize,Seedling,49.32
29.53,65.12,12.09,High,Maize,Vegetative,57.14
29.83,46.88,3.87,Low,Sugarcane,Seedling,46.52
39.0,51.13,13.43,Low,Wheat,Seedling,49.52
39.09,61.96,12.34,High,Maize,Fruiting,45.67
28.55,78.81,12.16,Moderate,Maize,Fruiting,59.34
34.85,69.69,10.5,High,Rice,Harvest,38.88
29.14,83.89,17.56,Low,Cotton,Harvest,77.82
34.7,67.89,10.32,High,Rice,Vegetative,40.97
27.96,55.23,16.55,Moderate,Wheat,Fruiting,57.32
38.38,74.5,18.07,Moderate,Sugarcane,Seedling,70.96
22.26,78.94,18.76,High,Cotton,Vegetative,74.44
26.47,41.25,9.07,High,Wheat,Fruiting,29.6
26.48,72.43,14.23,Low,Rice,Seedling,66.68
28.99,58.15,10.48,Moderate,Cotton,Harvest,58.51
27.57,59.03,15.37,Moderate,Cotton,Vegetative,58.06
22.89,78.46,1.03,Moderate,Maize,Fruiting,34.11
23.61,84.93,19.21,Low,Cotton,Flowering,76.05
29.95,64.93,16.15,High,Sugarcane,Vegetative,55.52
33.19,62.69,8.84,High,Cotton,Seedling,38.62
30.95,70.99,11.15,Low,Rice,Vegetative,54.44
33.07,41.84,17.08,High,Cotton,Harvest,49.45
38.41,42.45,8.34,Low,Wheat,Flowering,37.13
33.83,69.75,15.75,Low,Sugarcane,Harvest,65.27
20.72,78.43,6.46,Moderate,Rice,Fruiting,56.66
21.3,63.54,2.44,Moderate,Maize,Harvest,40.01
24.2,50.45,1.16,High,Cotton,Seedling,29.07
33.77,86.69,19.73,Moderate,Sugarcane,Harvest,81.96
25.19,68.76,12.46,Low,Cotton,Harvest,66.83
34.58,64.89,16.16,High,Wheat,Flowering,60.02
20.03,41.2,12.51,Low,Wheat,Harvest,70.84
28.28,56.69,11.21,High,Wheat,Seedling,52.29
33.8,52.72,1.36,Moderate,Cotton,Harvest,22.95
20.12,74.29,6.83,High,Cotton,Harvest,57.58
36.64,49.7,16.68,High,Sugarcane,Fruiting,52.05
32.91,64.07,12.54,High,Maize,Fruiting,50.02
28.28,77.13,16.7,Moderate,Cotton,Flowering,68.14
20.37,68.87,6.63,Moderate,Rice,Vegetative,49.44
20.62,89.18,12.53,Low,Cotton,Harvest,75.06
31.9,83.23,15.03,High,Maize,Seedling,59.86
21.74,83.85,7.43,Moderate,Wheat,Harvest,54.95
22.24,79.25,15.56,Low,Sugarcane,Harvest,71.61
29.65,65.0,3.8,Moderate,Cotton,Flowering,38.55
22.87,83.59,16.44,High,Wheat,Vegetative,75.54
29.19,75.68,10.45,Low,Maize,Seedling,66.33
31.89,44.35,9.34,Low,Rice,Harvest,51.6
34.91,41.12,15.17,High,Wheat,Flowering,37.99
25.73,66.61,15.46,High,Rice,Flowering,52.8
25.47,40.76,12.46,High,Rice,Vegetative,48.94
30.99,53.55,18.87,Moderate,Cotton,Vegetative,61.53
26.23,84.61,10.81,Low,Wheat,Seedling,68.71
33.51,45.3,1.08,Moderate,Sugarcane,Vegetative,26.43
37.83,71.47,13.8,Moderate,Cotton,Flowering,48.54
36.35,75.64,13.42,High,Rice,Fruiting,49.22
21.86,80.12,13.97,Low,Sugarcane,Flowering,75.23
34.2,63.27,4.63,Low,Wheat,Harvest,36.94
27.27,49.17,18.35,Moderate,Maize,Fruiting,63.11
21.31,45.64,9.57,Low,Maize,Flowering,54.37
22.55,45.15,16.35,Low,Maize,Harvest,72.87
35.85,66.64,8.02,Moderate,Wheat,Harvest,38.86
23.18,64.12,1.32,Low,Cotton,Fruiting,43.15
28.71,79.37,10.89,Low,Wheat,Seedling,69.63
34.24,81.84,2.29,High,Sugarcane,Flowering,28.08
36.44,48.81,19.12,Low,Cotton,Seedling,71.52
31.93,80.99,6.55,High,Rice,Seedling,39.64
22.78,69.04,15.1,Low,Wheat,Vegetative,73.96
25.83,70.78,8.94,Low,Maize,Flowering,56.36
38.26,55.23,18.87,Moderate,Maize,Seedling,64.8
32.23,65.52,16.95,Moderate,Rice,Flowering,67.58
39.36,40.04,11.2,Moderate,Rice,Flowering,41.01
24.7,75.11,7.89,Moderate,Sugarcane,Fruiting,48.24
30.9,73.12,9.5,Low,Cotton,Fruiting,58.61
27.21,60.86,5.77,High,Wheat,Vegetative,30.37
32.97,47.2,17.7,High,Sugarcane,Vegetative,49.08
32.84,60.79,9.12,High,Cotton,Fruiting,39.0
29.09,61.21,16.4,Moderate,Maize,Vegetative,60.14
32.09,68.9,16.94,Low,Cotton,Flowering,65.84
30.92,58.35,19.56,High,Sugarcane,Flowering,54.61
29.63,74.52,2.84,High,Cotton,Flowering,29.34
21.56,84.5,1.77,Moderate,Rice,Harvest,50.77
26.25,42.64,6.87,Low,Sugarcane,Fruiting,42.11
29.38,76.69,8.42,Moderate,Maize,Vegetative,44.59
38.46,77.47,14.54,High,Maize,Seedling,57.53
31.56,68.64,13.13,Moderate,Cotton,Seedling,56.82
21.65,65.28,17.03,Moderate,Maize,Vegetative,75.58
25.5,52.85,14.83,High,Wheat,Harvest,60.9
33.18,58.49,3.51,High,Wheat,Fruiting,18.62
30.55,41.65,19.68,Low,Cotton,Vegetative,75.75
35.06,60.65,7.66,High,Sugarcane,Vegetative,31.37
34.69,57.25,12.85,Low,Rice,Vegetative,56.12
29.52,63.81,18.97,High,Wheat,Fruiting,65.2
27.8,53.13,10.61,Moderate,Rice,Flowering,53.88
28.98,73.92,19.24,High,Rice,Seedling,79.0
32.75,87.81,8.64,High,Maize,Flowering,40.48
36.05,52.77,11.68,Moderate,Wheat,Harvest,51.01
30.4,73.89,19.86,Moderate,Cotton,Seedling,80.3
36.63,40.6,1.95,Low,Sugarcane,Flowering,17.68
25.67,49.65,0.47,Low,Rice,Harvest,36.9
36.71,87.52,12.76,High,Rice,Seedling,61.66
22.6,72.82,18.0,High,Wheat,Seedling,77.5
25.07,63.35,18.72,High,Sugarcane,Flowering,69.44
33.84,73.38,15.4,Moderate,Wheat,Seedling,61.26
21.25,59.43,19.92,Moderate,Maize,Vegetative,77.7
29.83,86.43,12.21,Low,Sugarcane,Seedling,64.23
35.37,50.92,12.87,Moderate,Maize,Seedling,43.85
21.41,76.38,15.54,Low,Sugarcane,Vegetative,81.42
20.02,41.89,7.81,Low,Maize,Fruiting,49.93
30.31,87.0,9.81,Moderate,Sugarcane,Seedling,60.08
20.07,87.71,16.36,Moderate,Rice,Harvest,80.81
39.83,56.67,6.06,Low,Rice,Flowering,34.02
39.22,44.02,9.19,Moderate,Wheat,Vegetative,36.92
39.35,73.04,5.98,Moderate,Rice,Flowering,33.37
37.7,61.9,3.79,Low,Wheat,Seedling,41.26
31.86,64.46,1.26,High,Maize,Fruiting,22.17
36.69,62.47,19.92,Low,Maize,Seedling,71.62
34.42,60.28,4.23,High,Cotton,Fruiting,31.9
37.4,66.83,14.82,Low,Rice,Seedling,67.5
29.78,40.95,18.14,High,Rice,Vegetative,60.59
22.61,48.61,1.0,Moderate,Rice,Fruiting,30.47
36.71,43.2,16.35,Low,Sugarcane,Harvest,63.35
24.41,80.22,8.52,High,Sugarcane,Flowering,42.21
33.68,67.29,6.43,Low,Rice,Harvest,41.16
21.26,53.69,15.15,Low,Maize,Harvest,66.07
24.87,69.1,2.67,High,Cotton,Fruiting,36.15
20.31,64.35,0.13,Low,Rice,Harvest,48.53
28.32,80.37,15.45,High,Wheat,Vegetative,58.73
25.42,62.52,4.79,Low,Cotton,Seedling,51.5
34.34,70.6,1.76,Moderate,Maize,Fruiting,19.65
24.71,45.88,10.6,Low,Cotton,Flowering,58.12
39.74,65.38,9.28,High,Wheat,Flowering,26.09
22.25,47.46,16.88,Moderate,Sugarcane,Vegetative,62.13
38.45,42.7,7.28,Low,Sugarcane,Flowering,30.41
36.1,77.92,0.87,High,Rice,Harvest,20.22
35.71,64.25,2.32,Low,Sugarcane,Harvest,36.09
28.38,77.35,17.97,Low,Rice,Flowering,70.68
24.74,60.63,4.0,Low,Rice,Fruiting,43.56
21.09,61.79,4.32,High,Sugarcane,Vegetative,38.37
22.73,75.99,12.64,Moderate,Wheat,Flowering,56.46
33.84,42.98,2.73,Moderate,Sugarcane,Fruiting,16.57
26.87,84.32,12.07,High,Cotton,Vegetative,60.6
31.06,51.49,8.23,High,Sugarcane,Vegetative,39.17
36.74,53.96,14.6,High,Wheat,Vegetative,45.15
31.59,84.59,11.84,Low,Cotton,Seedling,65.84
20.88,89.56,14.67,High,Rice,Fruiting,67.94
29.59,79.9,16.43,Moderate,Sugarcane,Vegetative,63.77
35.06,74.66,8.13,Low,Wheat,Flowering,43.97
32.95,44.54,9.6,Moderate,Wheat,Fruiting,43.85
34.95,41.22,9.1,Low,Sugarcane,Vegetative,48.06
27.41,63.21,12.67,High,Rice,Fruiting,56.2
26.66,41.64,8.52,Moderate,Cotton,Harvest,45.11
24.14,74.23,12.41,Moderate,Rice,Harvest,71.38
33.49,84.4,2.22,Moderate,Sugarcane,Harvest,30.07
27.33,72.41,14.1,High,Wheat,Vegetative,67.58
24.77,45.68,9.57,High,Wheat,Vegetative,41.07
37.96,65.18,8.46,Low,Rice,Flowering,40.32
29.72,66.33,2.45,High,Cotton,Harvest,36.9
29.04,58.41,13.47,High,Rice,Vegetative,59.2
29.16,44.01,17.96,Moderate,Rice,Seedling,60.02
22.24,47.4,3.01,Low,Cotton,Seedling,40.74
39.39,67.07,2.64,Moderate,Sugarcane,Fruiting,28.22
20.43,49.45,0.44,Low,Cotton,Flowering,33.05
26.86,72.3,6.53,High,Cotton,Harvest,42.69
26.08,46.6,15.79,Low,Maize,Vegetative,66.6
39.41,78.49,0.95,Moderate,Maize,Fruiting,31.41
32.37,48.04,10.71,Low,Wheat,Vegetative,45.66
